acc	gene	source	pdb_id	resolution	method	path	note
Q8NH94	OR1L1	af2			predicted	product/target_screen/structures/raw/Q8NH94.pdb	alphafold_db;AF-Q8NH94-F1-model_v6.pdb
Q8NHC8	OR2T6	af2			predicted	product/target_screen/structures/raw/Q8NHC8.pdb	alphafold_db;AF-Q8NHC8-F1-model_v6.pdb
Q8TCB6	OR51E1	af2			predicted	product/target_screen/structures/raw/Q8TCB6.pdb	alphafold_db;AF-Q8TCB6-F1-model_v6.pdb
Q8TCW9	PROKR1	af2			predicted	product/target_screen/structures/raw/Q8TCW9.pdb	alphafold_db;AF-Q8TCW9-F1-model_v6.pdb
Q8TDU9	RXFP4	pdb	7YK7	2.75	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q8TDU9.pdb	
Q8TDV2	GPR148	af2			predicted	product/target_screen/structures/raw/Q8TDV2.pdb	alphafold_db;AF-Q8TDV2-F1-model_v6.pdb
Q8TDV5	GPR119	pdb	7WCM	2.33	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q8TDV5.pdb	
Q8WZ84	OR8D1	af2			predicted	product/target_screen/structures/raw/Q8WZ84.pdb	alphafold_db;AF-Q8WZ84-F1-model_v6.pdb
Q8WZ94	OR5P3	af2			predicted	product/target_screen/structures/raw/Q8WZ94.pdb	alphafold_db;AF-Q8WZ94-F1-model_v6.pdb
Q8WZA6	OR1E3	af2			predicted	product/target_screen/structures/raw/Q8WZA6.pdb	alphafold_db;AF-Q8WZA6-F1-model_v6.pdb
Q96CH1	GPR146	af2			predicted	product/target_screen/structures/raw/Q96CH1.pdb	alphafold_db;AF-Q96CH1-F1-model_v6.pdb
Q96LB0	MRGPRX3	af2			predicted	product/target_screen/structures/raw/Q96LB0.pdb	alphafold_db;AF-Q96LB0-F1-model_v6.pdb
Q96P69	GPR78	af2			predicted	product/target_screen/structures/raw/Q96P69.pdb	alphafold_db;AF-Q96P69-F1-model_v6.pdb
Q96R48	OR2A5	af2			predicted	product/target_screen/structures/raw/Q96R48.pdb	alphafold_db;AF-Q96R48-F1-model_v6.pdb
Q96RA2	OR7D2	af2			predicted	product/target_screen/structures/raw/Q96RA2.pdb	alphafold_db;AF-Q96RA2-F1-model_v6.pdb
Q9BXE9	VN1R3	af2			predicted	product/target_screen/structures/raw/Q9BXE9.pdb	alphafold_db;AF-Q9BXE9-F1-model_v6.pdb
Q9BY21	GPR87	af2			predicted	product/target_screen/structures/raw/Q9BY21.pdb	alphafold_db;AF-Q9BY21-F1-model_v6.pdb
Q9BZJ6	GPR63	af2			predicted	product/target_screen/structures/raw/Q9BZJ6.pdb	alphafold_db;AF-Q9BZJ6-F1-model_v6.pdb
Q9GZK4	OR2H1	af2			predicted	product/target_screen/structures/raw/Q9GZK4.pdb	alphafold_db;AF-Q9GZK4-F1-model_v6.pdb
Q9GZK6	OR2J1	af2			predicted	product/target_screen/structures/raw/Q9GZK6.pdb	alphafold_db;AF-Q9GZK6-F1-model_v6.pdb
Q9GZM6	OR8D2	af2			predicted	product/target_screen/structures/raw/Q9GZM6.pdb	alphafold_db;AF-Q9GZM6-F1-model_v6.pdb
Q9GZP7	VN1R1	af2			predicted	product/target_screen/structures/raw/Q9GZP7.pdb	alphafold_db;AF-Q9GZP7-F1-model_v6.pdb
Q9H1C0	LPAR5	pdb	20ZX	2.96	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9H1C0.pdb	
Q9H205	OR2AG1	af2			predicted	product/target_screen/structures/raw/Q9H205.pdb	alphafold_db;AF-Q9H205-F1-model_v6.pdb
Q9H207	OR10A5	af2			predicted	product/target_screen/structures/raw/Q9H207.pdb	alphafold_db;AF-Q9H207-F1-model_v6.pdb
Q9H208	OR10A2	af2			predicted	product/target_screen/structures/raw/Q9H208.pdb	alphafold_db;AF-Q9H208-F1-model_v6.pdb
Q9H209	OR10A4	af2			predicted	product/target_screen/structures/raw/Q9H209.pdb	alphafold_db;AF-Q9H209-F1-model_v6.pdb
Q9H210	OR2D2	af2			predicted	product/target_screen/structures/raw/Q9H210.pdb	alphafold_db;AF-Q9H210-F1-model_v6.pdb
Q9H2C8	OR51V1	af2			predicted	product/target_screen/structures/raw/Q9H2C8.pdb	alphafold_db;AF-Q9H2C8-F1-model_v6.pdb
Q9H339	OR51B5	af2			predicted	product/target_screen/structures/raw/Q9H339.pdb	alphafold_db;AF-Q9H339-F1-model_v6.pdb
Q9H340	OR51B6	af2			predicted	product/target_screen/structures/raw/Q9H340.pdb	alphafold_db;AF-Q9H340-F1-model_v6.pdb
Q9H341	OR51M1	af2			predicted	product/target_screen/structures/raw/Q9H341.pdb	alphafold_db;AF-Q9H341-F1-model_v6.pdb
Q9H342	OR51J1	af2			predicted	product/target_screen/structures/raw/Q9H342.pdb	alphafold_db;AF-Q9H342-F1-model_v6.pdb
Q9NQN1	OR2S2	af2			predicted	product/target_screen/structures/raw/Q9NQN1.pdb	alphafold_db;AF-Q9NQN1-F1-model_v6.pdb
Q9NS66	GPR173	af2			predicted	product/target_screen/structures/raw/Q9NS66.pdb	alphafold_db;AF-Q9NS66-F1-model_v6.pdb
Q9NSD7	RXFP3	pdb	9KFI	2.91	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9NSD7.pdb	
Q9NYV9	TAS2R13	af2			predicted	product/target_screen/structures/raw/Q9NYV9.pdb	alphafold_db;AF-Q9NYV9-F1-model_v6.pdb
Q9NYW1	TAS2R9	af2			predicted	product/target_screen/structures/raw/Q9NYW1.pdb	alphafold_db;AF-Q9NYW1-F1-model_v6.pdb
Q9NYW2	TAS2R8	af2			predicted	product/target_screen/structures/raw/Q9NYW2.pdb	alphafold_db;AF-Q9NYW2-F1-model_v6.pdb
Q9NYW3	TAS2R7	af2			predicted	product/target_screen/structures/raw/Q9NYW3.pdb	alphafold_db;AF-Q9NYW3-F1-model_v6.pdb
Q9NYW6	TAS2R3	af2			predicted	product/target_screen/structures/raw/Q9NYW6.pdb	alphafold_db;AF-Q9NYW6-F1-model_v6.pdb
Q9NYW7	TAS2R1	af2			predicted	product/target_screen/structures/raw/Q9NYW7.pdb	alphafold_db;AF-Q9NYW7-F1-model_v6.pdb
Q9UJ42	GPR160	af2			predicted	product/target_screen/structures/raw/Q9UJ42.pdb	alphafold_db;AF-Q9UJ42-F1-model_v6.pdb
Q9UKL2	OR52A1	af2			predicted	product/target_screen/structures/raw/Q9UKL2.pdb	alphafold_db;AF-Q9UKL2-F1-model_v6.pdb
Q9UPC5	GPR34	pdb	8K4N	2.83	ELECTRON MICROSCOPY	product/target_screen/structures/raw/Q9UPC5.pdb	
Q9Y2T5	GPR52	pdb	6LI0	2.20	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9Y2T5.pdb	
Q9Y585	OR1A2	af2			predicted	product/target_screen/structures/raw/Q9Y585.pdb	alphafold_db;AF-Q9Y585-F1-model_v6.pdb
Q9Y5P1	OR51B2	pdb	6LBG	2.51	X-RAY DIFFRACTION	product/target_screen/structures/raw/Q9Y5P1.pdb	
A0A286YEU6	OR1R1	af2			predicted	product/target_screen/structures/raw/A0A286YEU6.pdb	alphafold_db;AF-A0A286YEU6-F1-model_v6.pdb
A0A2R8Y4L6	OR5D3	af2			predicted	product/target_screen/structures/raw/A0A2R8Y4L6.pdb	alphafold_db;AF-A0A2R8Y4L6-F1-model_v6.pdb
A0A2R8YED5	OR5BS1	af2			predicted	product/target_screen/structures/raw/A0A2R8YED5.pdb	alphafold_db;AF-A0A2R8YED5-F1-model_v6.pdb
A0A3B3IT45	OR51C1	af2			predicted	product/target_screen/structures/raw/A0A3B3IT45.pdb	alphafold_db;AF-A0A3B3IT45-F1-model_v6.pdb
A3KFT3	OR2M5	af2			predicted	product/target_screen/structures/raw/A3KFT3.pdb	alphafold_db;AF-A3KFT3-F1-model_v6.pdb
A6NCV1	OR6C74	af2			predicted	product/target_screen/structures/raw/A6NCV1.pdb	alphafold_db;AF-A6NCV1-F1-model_v6.pdb
A6NDH6	OR5H15	af2			predicted	product/target_screen/structures/raw/A6NDH6.pdb	alphafold_db;AF-A6NDH6-F1-model_v6.pdb
A6NDL8	OR6C68	af2			predicted	product/target_screen/structures/raw/A6NDL8.pdb	alphafold_db;AF-A6NDL8-F1-model_v6.pdb
A6NET4	OR5K3	af2			predicted	product/target_screen/structures/raw/A6NET4.pdb	alphafold_db;AF-A6NET4-F1-model_v6.pdb
A6NF89	OR6C6	af2			predicted	product/target_screen/structures/raw/A6NF89.pdb	alphafold_db;AF-A6NF89-F1-model_v6.pdb
A6NFC9	OR2W5P	af2			predicted	product/target_screen/structures/raw/A6NFC9.pdb	alphafold_db;AF-A6NFC9-F1-model_v6.pdb
A6NHA9	OR4C46	af2			predicted	product/target_screen/structures/raw/A6NHA9.pdb	alphafold_db;AF-A6NHA9-F1-model_v6.pdb
A6NHG9	OR5H14	af2			predicted	product/target_screen/structures/raw/A6NHG9.pdb	alphafold_db;AF-A6NHG9-F1-model_v6.pdb
A6NIJ9	OR6C70	af2			predicted	product/target_screen/structures/raw/A6NIJ9.pdb	alphafold_db;AF-A6NIJ9-F1-model_v6.pdb
A6NJZ3	OR6C65	af2			predicted	product/target_screen/structures/raw/A6NJZ3.pdb	alphafold_db;AF-A6NJZ3-F1-model_v6.pdb
A6NKK0	OR5H1	af2			predicted	product/target_screen/structures/raw/A6NKK0.pdb	alphafold_db;AF-A6NKK0-F1-model_v6.pdb
A6NL08	OR6C75	af2			predicted	product/target_screen/structures/raw/A6NL08.pdb	alphafold_db;AF-A6NL08-F1-model_v6.pdb
A6NL26	OR5B21	af2			predicted	product/target_screen/structures/raw/A6NL26.pdb	alphafold_db;AF-A6NL26-F1-model_v6.pdb
A6NM03	OR2AG2	af2			predicted	product/target_screen/structures/raw/A6NM03.pdb	alphafold_db;AF-A6NM03-F1-model_v6.pdb
A6NM76	OR6C76	af2			predicted	product/target_screen/structures/raw/A6NM76.pdb	alphafold_db;AF-A6NM76-F1-model_v6.pdb
A6NMS3	OR5K4	af2			predicted	product/target_screen/structures/raw/A6NMS3.pdb	alphafold_db;AF-A6NMS3-F1-model_v6.pdb
A6NMU1	OR52A4P	af2			predicted	product/target_screen/structures/raw/A6NMU1.pdb	alphafold_db;AF-A6NMU1-F1-model_v6.pdb
A6NMZ5	OR4C45	af2			predicted	product/target_screen/structures/raw/A6NMZ5.pdb	alphafold_db;AF-A6NMZ5-F1-model_v6.pdb
B2RN74	OR11H12	af2			predicted	product/target_screen/structures/raw/B2RN74.pdb	alphafold_db;AF-B2RN74-F1-model_v6.pdb
O00398	P2RY10	pdb	8KGG	3.06	ELECTRON MICROSCOPY	product/target_screen/structures/raw/O00398.pdb	
O14581	OR7A17	af2			predicted	product/target_screen/structures/raw/O14581.pdb	alphafold_db;AF-O14581-F1-model_v6.pdb
O14718	RRH	af2			predicted	product/target_screen/structures/raw/O14718.pdb	alphafold_db;AF-O14718-F1-model_v6.pdb
O43869	OR2T1	af2			predicted	product/target_screen/structures/raw/O43869.pdb	alphafold_db;AF-O43869-F1-model_v6.pdb
O60403	OR10H2	af2			predicted	product/target_screen/structures/raw/O60403.pdb	alphafold_db;AF-O60403-F1-model_v6.pdb
O60404	OR10H3	af2			predicted	product/target_screen/structures/raw/O60404.pdb	alphafold_db;AF-O60404-F1-model_v6.pdb
O60431	OR1I1	af2			predicted	product/target_screen/structures/raw/O60431.pdb	alphafold_db;AF-O60431-F1-model_v6.pdb
O76000	OR2B3	af2			predicted	product/target_screen/structures/raw/O76000.pdb	alphafold_db;AF-O76000-F1-model_v6.pdb
O76100	OR7A10	af2			predicted	product/target_screen/structures/raw/O76100.pdb	alphafold_db;AF-O76100-F1-model_v6.pdb
O95006	OR2F2	af2			predicted	product/target_screen/structures/raw/O95006.pdb	alphafold_db;AF-O95006-F1-model_v6.pdb
O95013	OR4F21	af2			predicted	product/target_screen/structures/raw/O95013.pdb	alphafold_db;AF-O95013-F1-model_v6.pdb
O95221	OR5F1	af2			predicted	product/target_screen/structures/raw/O95221.pdb	alphafold_db;AF-O95221-F1-model_v6.pdb
P0C604	OR4A8	af2			predicted	product/target_screen/structures/raw/P0C604.pdb	alphafold_db;AF-P0C604-F1-model_v6.pdb
P0C617	OR5AL1	af2			predicted	product/target_screen/structures/raw/P0C617.pdb	alphafold_db;AF-P0C617-F1-model_v6.pdb
P0C623	OR4Q2	af2			predicted	product/target_screen/structures/raw/P0C623.pdb	alphafold_db;AF-P0C623-F1-model_v6.pdb
P0C626	OR5G3	af2			predicted	product/target_screen/structures/raw/P0C626.pdb	alphafold_db;AF-P0C626-F1-model_v6.pdb
P0C628	OR5AC1	af2			predicted	product/target_screen/structures/raw/P0C628.pdb	alphafold_db;AF-P0C628-F1-model_v6.pdb
P0C629	OR10J4	af2			predicted	product/target_screen/structures/raw/P0C629.pdb	alphafold_db;AF-P0C629-F1-model_v6.pdb
P0C646	OR52Z1P	af2			predicted	product/target_screen/structures/raw/P0C646.pdb	alphafold_db;AF-P0C646-F1-model_v6.pdb
P0C7N1	OR8U8	af2			predicted	product/target_screen/structures/raw/P0C7N1.pdb	alphafold_db;AF-P0C7N1-F1-model_v6.pdb
P0C7T2	OR2T7	af2			predicted	product/target_screen/structures/raw/P0C7T2.pdb	alphafold_db;AF-P0C7T2-F1-model_v6.pdb
P0C7T3	OR56A5	af2			predicted	product/target_screen/structures/raw/P0C7T3.pdb	alphafold_db;AF-P0C7T3-F1-model_v6.pdb
P0DMU2	OR8G3	af2			predicted	product/target_screen/structures/raw/P0DMU2.pdb	alphafold_db;AF-P0DMU2-F1-model_v6.pdb
P0DN80	OR5H8	af2			predicted	product/target_screen/structures/raw/P0DN80.pdb	alphafold_db;AF-P0DN80-F1-model_v6.pdb
P0DN82	OR12D1	af2			predicted	product/target_screen/structures/raw/P0DN82.pdb	alphafold_db;AF-P0DN82-F1-model_v6.pdb
P0DQD5	NPY4R2	af2			predicted	product/target_screen/structures/raw/P0DQD5.pdb	alphafold_db;AF-P0DQD5-F1-model_v6.pdb
P35410	MAS1L	af2			predicted	product/target_screen/structures/raw/P35410.pdb	alphafold_db;AF-P35410-F1-model_v6.pdb
P47881	OR3A1	af2			predicted	product/target_screen/structures/raw/P47881.pdb	alphafold_db;AF-P47881-F1-model_v6.pdb
P47884	OR1D4	af2			predicted	product/target_screen/structures/raw/P47884.pdb	alphafold_db;AF-P47884-F1-model_v6.pdb
P58170	OR1D5	af2			predicted	product/target_screen/structures/raw/P58170.pdb	alphafold_db;AF-P58170-F1-model_v6.pdb
P58180	OR4D2	af2			predicted	product/target_screen/structures/raw/P58180.pdb	alphafold_db;AF-P58180-F1-model_v6.pdb
P58181	OR10A3	af2			predicted	product/target_screen/structures/raw/P58181.pdb	alphafold_db;AF-P58181-F1-model_v6.pdb
P59536	TAS2R41	af2			predicted	product/target_screen/structures/raw/P59536.pdb	alphafold_db;AF-P59536-F1-model_v6.pdb
P59539	TAS2R45	af2			predicted	product/target_screen/structures/raw/P59539.pdb	alphafold_db;AF-P59539-F1-model_v6.pdb
P59541	TAS2R30	af2			predicted	product/target_screen/structures/raw/P59541.pdb	alphafold_db;AF-P59541-F1-model_v6.pdb
P59544	TAS2R50	af2			predicted	product/target_screen/structures/raw/P59544.pdb	alphafold_db;AF-P59544-F1-model_v6.pdb
P59551	TAS2R60	af2			predicted	product/target_screen/structures/raw/P59551.pdb	alphafold_db;AF-P59551-F1-model_v6.pdb
P59922	OR2B8	af2			predicted	product/target_screen/structures/raw/P59922.pdb	alphafold_db;AF-P59922-F1-model_v6.pdb
Q15615	OR4D1	af2			predicted	product/target_screen/structures/raw/Q15615.pdb	alphafold_db;AF-Q15615-F1-model_v6.pdb
Q15619	OR1C1	af2			predicted	product/target_screen/structures/raw/Q15619.pdb	alphafold_db;AF-Q15619-F1-model_v6.pdb
Q15622	OR7A5	af2			predicted	product/target_screen/structures/raw/Q15622.pdb	alphafold_db;AF-Q15622-F1-model_v6.pdb
Q5JQS5	OR2B11	af2			predicted	product/target_screen/structures/raw/Q5JQS5.pdb	alphafold_db;AF-Q5JQS5-F1-model_v6.pdb
Q5JRS4	OR10J3	af2			predicted	product/target_screen/structures/raw/Q5JRS4.pdb	alphafold_db;AF-Q5JRS4-F1-model_v6.pdb
Q5TZ20	OR2G6	af2			predicted	product/target_screen/structures/raw/Q5TZ20.pdb	alphafold_db;AF-Q5TZ20-F1-model_v6.pdb
Q5UAW9	GPR157	af2			predicted	product/target_screen/structures/raw/Q5UAW9.pdb	alphafold_db;AF-Q5UAW9-F1-model_v6.pdb
Q6IEU7	OR5M10	af2			predicted	product/target_screen/structures/raw/Q6IEU7.pdb	alphafold_db;AF-Q6IEU7-F1-model_v6.pdb
Q6IEV9	OR4C11	af2			predicted	product/target_screen/structures/raw/Q6IEV9.pdb	alphafold_db;AF-Q6IEV9-F1-model_v6.pdb
Q6IEZ7	OR2T5	af2			predicted	product/target_screen/structures/raw/Q6IEZ7.pdb	alphafold_db;AF-Q6IEZ7-F1-model_v6.pdb
Q6IF00	OR2T2	af2			predicted	product/target_screen/structures/raw/Q6IF00.pdb	alphafold_db;AF-Q6IF00-F1-model_v6.pdb
Q6IF36	OR8G2P	af2			predicted	product/target_screen/structures/raw/Q6IF36.pdb	alphafold_db;AF-Q6IF36-F1-model_v6.pdb
Q6IF42	OR2A2	af2			predicted	product/target_screen/structures/raw/Q6IF42.pdb	alphafold_db;AF-Q6IF42-F1-model_v6.pdb
Q6IF63	OR52W1	af2			predicted	product/target_screen/structures/raw/Q6IF63.pdb	alphafold_db;AF-Q6IF63-F1-model_v6.pdb
Q6IF82	OR4A47	af2			predicted	product/target_screen/structures/raw/Q6IF82.pdb	alphafold_db;AF-Q6IF82-F1-model_v6.pdb
Q6IF99	OR10K2	af2			predicted	product/target_screen/structures/raw/Q6IF99.pdb	alphafold_db;AF-Q6IF99-F1-model_v6.pdb
Q6IFG1	OR52E8	af2			predicted	product/target_screen/structures/raw/Q6IFG1.pdb	alphafold_db;AF-Q6IFG1-F1-model_v6.pdb
Q6IFH4	OR6B2	af2			predicted	product/target_screen/structures/raw/Q6IFH4.pdb	alphafold_db;AF-Q6IFH4-F1-model_v6.pdb
Q6IFN5	OR7E24	af2			predicted	product/target_screen/structures/raw/Q6IFN5.pdb	alphafold_db;AF-Q6IFN5-F1-model_v6.pdb
Q6NV75	GPR153	af2			predicted	product/target_screen/structures/raw/Q6NV75.pdb	alphafold_db;AF-Q6NV75-F1-model_v6.pdb
Q6UXT6	OR9H1	af2			predicted	product/target_screen/structures/raw/Q6UXT6.pdb	alphafold_db;AF-Q6UXT6-F1-model_v6.pdb
Q86SM5	MRGPRG	af2			predicted	product/target_screen/structures/raw/Q86SM5.pdb	alphafold_db;AF-Q86SM5-F1-model_v6.pdb
Q8IXE1	OR4N5	af2			predicted	product/target_screen/structures/raw/Q8IXE1.pdb	alphafold_db;AF-Q8IXE1-F1-model_v6.pdb
Q8N0Y3	OR4N4	af2			predicted	product/target_screen/structures/raw/Q8N0Y3.pdb	alphafold_db;AF-Q8N0Y3-F1-model_v6.pdb
Q8N0Y5	OR8I2	af2			predicted	product/target_screen/structures/raw/Q8N0Y5.pdb	alphafold_db;AF-Q8N0Y5-F1-model_v6.pdb
Q8N127	OR5AS1	af2			predicted	product/target_screen/structures/raw/Q8N127.pdb	alphafold_db;AF-Q8N127-F1-model_v6.pdb
Q8N146	OR8H3	af2			predicted	product/target_screen/structures/raw/Q8N146.pdb	alphafold_db;AF-Q8N146-F1-model_v6.pdb
Q8N148	OR6V1	af2			predicted	product/target_screen/structures/raw/Q8N148.pdb	alphafold_db;AF-Q8N148-F1-model_v6.pdb
Q8N162	OR8H2	af2			predicted	product/target_screen/structures/raw/Q8N162.pdb	alphafold_db;AF-Q8N162-F1-model_v6.pdb
Q8N349	OR2L13	af2			predicted	product/target_screen/structures/raw/Q8N349.pdb	alphafold_db;AF-Q8N349-F1-model_v6.pdb
Q8NFZ6	VN1R2	af2			predicted	product/target_screen/structures/raw/Q8NFZ6.pdb	alphafold_db;AF-Q8NFZ6-F1-model_v6.pdb
Q8NG75	OR5T1	af2			predicted	product/target_screen/structures/raw/Q8NG75.pdb	alphafold_db;AF-Q8NG75-F1-model_v6.pdb
Q8NG76	OR2T33	af2			predicted	product/target_screen/structures/raw/Q8NG76.pdb	alphafold_db;AF-Q8NG76-F1-model_v6.pdb
Q8NG77	OR2T12	af2			predicted	product/target_screen/structures/raw/Q8NG77.pdb	alphafold_db;AF-Q8NG77-F1-model_v6.pdb
Q8NG78	OR8G5	af2			predicted	product/target_screen/structures/raw/Q8NG78.pdb	alphafold_db;AF-Q8NG78-F1-model_v6.pdb
Q8NG80	OR2L5	af2			predicted	product/target_screen/structures/raw/Q8NG80.pdb	alphafold_db;AF-Q8NG80-F1-model_v6.pdb
Q8NG81	OR2M7	af2			predicted	product/target_screen/structures/raw/Q8NG81.pdb	alphafold_db;AF-Q8NG81-F1-model_v6.pdb
Q8NG83	OR2M3	af2			predicted	product/target_screen/structures/raw/Q8NG83.pdb	alphafold_db;AF-Q8NG83-F1-model_v6.pdb
Q8NG84	OR2AK2	af2			predicted	product/target_screen/structures/raw/Q8NG84.pdb	alphafold_db;AF-Q8NG84-F1-model_v6.pdb
Q8NG85	OR2L3	af2			predicted	product/target_screen/structures/raw/Q8NG85.pdb	alphafold_db;AF-Q8NG85-F1-model_v6.pdb
Q8NG92	OR13H1	af2			predicted	product/target_screen/structures/raw/Q8NG92.pdb	alphafold_db;AF-Q8NG92-F1-model_v6.pdb
Q8NG94	OR11H1	af2			predicted	product/target_screen/structures/raw/Q8NG94.pdb	alphafold_db;AF-Q8NG94-F1-model_v6.pdb
Q8NG95	OR7G3	af2			predicted	product/target_screen/structures/raw/Q8NG95.pdb	alphafold_db;AF-Q8NG95-F1-model_v6.pdb
Q8NG97	OR2Z1	af2			predicted	product/target_screen/structures/raw/Q8NG97.pdb	alphafold_db;AF-Q8NG97-F1-model_v6.pdb
Q8NG99	OR7G2	af2			predicted	product/target_screen/structures/raw/Q8NG99.pdb	alphafold_db;AF-Q8NG99-F1-model_v6.pdb
Q8NGA1	OR1M1	af2			predicted	product/target_screen/structures/raw/Q8NGA1.pdb	alphafold_db;AF-Q8NGA1-F1-model_v6.pdb
Q8NGA2	OR7A2P	af2			predicted	product/target_screen/structures/raw/Q8NGA2.pdb	alphafold_db;AF-Q8NGA2-F1-model_v6.pdb
Q8NGA5	OR10H4	af2			predicted	product/target_screen/structures/raw/Q8NGA5.pdb	alphafold_db;AF-Q8NGA5-F1-model_v6.pdb
Q8NGA6	OR10H5	af2			predicted	product/target_screen/structures/raw/Q8NGA6.pdb	alphafold_db;AF-Q8NGA6-F1-model_v6.pdb
Q8NGA8	OR4F17	af2			predicted	product/target_screen/structures/raw/Q8NGA8.pdb	alphafold_db;AF-Q8NGA8-F1-model_v6.pdb
Q8NGB2	OR4C5	af2			predicted	product/target_screen/structures/raw/Q8NGB2.pdb	alphafold_db;AF-Q8NGB2-F1-model_v6.pdb
Q8NGB4	OR4S1	af2			predicted	product/target_screen/structures/raw/Q8NGB4.pdb	alphafold_db;AF-Q8NGB4-F1-model_v6.pdb
Q8NGB6	OR4M2	af2			predicted	product/target_screen/structures/raw/Q8NGB6.pdb	alphafold_db;AF-Q8NGB6-F1-model_v6.pdb
Q8NGB8	OR4F15	af2			predicted	product/target_screen/structures/raw/Q8NGB8.pdb	alphafold_db;AF-Q8NGB8-F1-model_v6.pdb
Q8NGB9	OR4F6	af2			predicted	product/target_screen/structures/raw/Q8NGB9.pdb	alphafold_db;AF-Q8NGB9-F1-model_v6.pdb
Q8NGC0	OR5AU1	af2			predicted	product/target_screen/structures/raw/Q8NGC0.pdb	alphafold_db;AF-Q8NGC0-F1-model_v6.pdb
Q8NGC1	OR11G2	af2			predicted	product/target_screen/structures/raw/Q8NGC1.pdb	alphafold_db;AF-Q8NGC1-F1-model_v6.pdb
Q8NGC2	OR4E2	af2			predicted	product/target_screen/structures/raw/Q8NGC2.pdb	alphafold_db;AF-Q8NGC2-F1-model_v6.pdb
Q8NGC3	OR10G2	af2			predicted	product/target_screen/structures/raw/Q8NGC3.pdb	alphafold_db;AF-Q8NGC3-F1-model_v6.pdb
Q8NGC5	OR6J1	af2			predicted	product/target_screen/structures/raw/Q8NGC5.pdb	alphafold_db;AF-Q8NGC5-F1-model_v6.pdb
Q8NGC6	OR4K17	af2			predicted	product/target_screen/structures/raw/Q8NGC6.pdb	alphafold_db;AF-Q8NGC6-F1-model_v6.pdb
Q8NGC7	OR11H6	af2			predicted	product/target_screen/structures/raw/Q8NGC7.pdb	alphafold_db;AF-Q8NGC7-F1-model_v6.pdb
Q8NGC9	OR11H4	af2			predicted	product/target_screen/structures/raw/Q8NGC9.pdb	alphafold_db;AF-Q8NGC9-F1-model_v6.pdb
Q8NGD1	OR4N2	af2			predicted	product/target_screen/structures/raw/Q8NGD1.pdb	alphafold_db;AF-Q8NGD1-F1-model_v6.pdb
Q8NGD2	OR4K2	af2			predicted	product/target_screen/structures/raw/Q8NGD2.pdb	alphafold_db;AF-Q8NGD2-F1-model_v6.pdb
Q8NGD3	OR4K5	af2			predicted	product/target_screen/structures/raw/Q8NGD3.pdb	alphafold_db;AF-Q8NGD3-F1-model_v6.pdb
Q8NGD4	OR4K1	af2			predicted	product/target_screen/structures/raw/Q8NGD4.pdb	alphafold_db;AF-Q8NGD4-F1-model_v6.pdb
Q8NGD5	OR4K14	af2			predicted	product/target_screen/structures/raw/Q8NGD5.pdb	alphafold_db;AF-Q8NGD5-F1-model_v6.pdb
Q8NGE0	OR10AD1	af2			predicted	product/target_screen/structures/raw/Q8NGE0.pdb	alphafold_db;AF-Q8NGE0-F1-model_v6.pdb
Q8NGE1	OR6C4	af2			predicted	product/target_screen/structures/raw/Q8NGE1.pdb	alphafold_db;AF-Q8NGE1-F1-model_v6.pdb
Q8NGE2	OR2AP1	af2			predicted	product/target_screen/structures/raw/Q8NGE2.pdb	alphafold_db;AF-Q8NGE2-F1-model_v6.pdb
Q8NGE5	OR10A7	af2			predicted	product/target_screen/structures/raw/Q8NGE5.pdb	alphafold_db;AF-Q8NGE5-F1-model_v6.pdb
Q8NGE7	OR9K2	af2			predicted	product/target_screen/structures/raw/Q8NGE7.pdb	alphafold_db;AF-Q8NGE7-F1-model_v6.pdb
Q8NGE8	OR4D9	af2			predicted	product/target_screen/structures/raw/Q8NGE8.pdb	alphafold_db;AF-Q8NGE8-F1-model_v6.pdb
Q8NGE9	OR9Q2	af2			predicted	product/target_screen/structures/raw/Q8NGE9.pdb	alphafold_db;AF-Q8NGE9-F1-model_v6.pdb
Q8NGF0	OR52B6	af2			predicted	product/target_screen/structures/raw/Q8NGF0.pdb	alphafold_db;AF-Q8NGF0-F1-model_v6.pdb
Q8NGF1	OR52R1	af2			predicted	product/target_screen/structures/raw/Q8NGF1.pdb	alphafold_db;AF-Q8NGF1-F1-model_v6.pdb
Q8NGF3	OR51D1	af2			predicted	product/target_screen/structures/raw/Q8NGF3.pdb	alphafold_db;AF-Q8NGF3-F1-model_v6.pdb
Q8NGF4	OR5AP2	af2			predicted	product/target_screen/structures/raw/Q8NGF4.pdb	alphafold_db;AF-Q8NGF4-F1-model_v6.pdb
Q8NGF6	OR10W1	af2			predicted	product/target_screen/structures/raw/Q8NGF6.pdb	alphafold_db;AF-Q8NGF6-F1-model_v6.pdb
Q8NGF7	OR5B17	af2			predicted	product/target_screen/structures/raw/Q8NGF7.pdb	alphafold_db;AF-Q8NGF7-F1-model_v6.pdb
Q8NGF8	OR4B1	af2			predicted	product/target_screen/structures/raw/Q8NGF8.pdb	alphafold_db;AF-Q8NGF8-F1-model_v6.pdb
