target_id	target_family	membership_sources	uniprot_entries	gene_aliases	protein_name	protein_length	keywords	is_calibration_control	ranking_bonus
KCNK6	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNK6_HUMAN	TOSS;TWIK2	Potassium channel subfamily K member 6 (Inward rectifying potassium channel protein TWIK-2) (TWIK-originated similarity sequence)		3D-structure;Alternative splicing;Disulfide bond;Endosome;Glycoprotein;Ion channel;Ion transport;Lysosome;Membrane;Metal-binding;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
KCNK7	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNK7_HUMAN		Potassium channel subfamily K member 7		Alternative splicing;Glycoprotein;Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
KCNK9	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNK9_HUMAN	TASK3	Potassium channel subfamily K member 9 (Acid-sensitive potassium channel protein TASK-3) (TWIK-related acid-sensitive K(+) channel 3) (Two pore potassium channel KT3.2) (Two pore K(+) channel KT3.2)		3D-structure;Cell membrane;Cell projection;Disease variant;Glycoprotein;Intellectual disability;Ion channel;Ion transport;Membrane;Metal-binding;Mitochondrion;Mitochondrion inner membrane;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport	False	0.0
KCNMA1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCMA1_HUMAN	KCNMA;SLO	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (Slowpoke homolog) (Slo homolog) (hSlo)		3D-structure;Alternative splicing;Calcium;Cell membrane;Disease variant;Epilepsy;Ion channel;Ion transport;Lipoprotein;Magnesium;Membrane;Metal-binding;Palmitate;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
KCNMB1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCMB1_HUMAN		Calcium-activated potassium channel subunit beta-1 (BK channel subunit beta-1) (BKbeta) (BKbeta1) (Hbeta1) (Calcium-activated potassium channel, subfamily M subunit beta-1) (Calcium-activated potassium channel subunit beta) (Charybdotoxin receptor subunit beta-1) (K(VCA)beta-1) (Maxi K channel subunit beta-1) (Slo-beta-1) (Slo-beta)		Alternative splicing;Glycoprotein;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
KCNMB2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCMB2_HUMAN		Calcium-activated potassium channel subunit beta-2 (BK channel subunit beta-2) (BKbeta2) (Hbeta2) (Calcium-activated potassium channel, subfamily M subunit beta-2) (Charybdotoxin receptor subunit beta-2) (Hbeta3) (K(VCA)beta-2) (Maxi K channel subunit beta-2) (Slo-beta-2)		3D-structure;Glycoprotein;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
KCNMB3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCMB3_HUMAN	KCNMB2;KCNMBL	Calcium-activated potassium channel subunit beta-3 (BK channel subunit beta-3) (BKbeta3) (Hbeta3) (Calcium-activated potassium channel, subfamily M subunit beta-3) (Charybdotoxin receptor subunit beta-3) (K(VCA)beta-3) (Maxi K channel subunit beta-3) (Slo-beta-3)		Alternative splicing;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
KCNMB4	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCMB4_HUMAN		Calcium-activated potassium channel subunit beta-4 (BK channel subunit beta-4) (BKbeta4) (Hbeta4) (Calcium-activated potassium channel, subfamily M subunit beta-4) (Charybdotoxin receptor subunit beta-4) (K(VCA)beta-4) (Maxi K channel subunit beta-4) (Slo-beta-4)		3D-structure;Glycoprotein;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
KCNN1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNN1_HUMAN	SK	Small conductance calcium-activated potassium channel protein 1 (SK1) (SKCa 1) (SKCa1) (hSK1) (KCa2.1)		Alternative splicing;Calmodulin-binding;Cytoplasm;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
KCNN2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNN2_HUMAN		Small conductance calcium-activated potassium channel protein 2 (SK2) (SKCa 2) (SKCa2) (KCa2.2)		3D-structure;Alternative splicing;Calmodulin-binding;Cytoplasm;Disease variant;Dystonia;Intellectual disability;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
KCNN3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNN3_HUMAN	K3	Small conductance calcium-activated potassium channel protein 3 (SK3) (SKCa 3) (SKCa3) (KCa2.3)		Alternative splicing;Calmodulin-binding;Cell membrane;Coiled coil;Cytoplasm;Disease variant;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
KCNN4	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNN4_HUMAN	IK1;IKCA1;KCA4;SK4	Intermediate conductance calcium-activated potassium channel protein 4 (SKCa 4) (SKCa4) (hSK4) (Gardos channel) (IKCa1) (hIK1) (KCa3.1) (Putative Gardos channel) (hKCa4)		3D-structure;Calmodulin-binding;Cell membrane;Cell projection;Disease variant;Hereditary hemolytic anemia;Immunity;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
KCNQ1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNQ1_HUMAN	KCNA8;KCNA9;KVLQT1	Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)		3D-structure;Alternative splicing;Atrial fibrillation;Calmodulin-binding;Cell membrane;Coiled coil;Cytoplasmic vesicle;Deafness;Diabetes mellitus;Disease variant;Endoplasmic reticulum;Endosome;Glycoprotein;Ion channel;Ion transport;Long QT syndrome;Membrane;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Short QT syndrome;Transmembrane;Transmembrane helix;Transport;Ubl conjugation;Voltage-gated channel	False	0.0
KCNQ2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNQ2_HUMAN		Potassium voltage-gated channel subfamily KQT member 2 (KQT-like 2) (Neuroblastoma-specific potassium channel subunit alpha KvLQT2) (Voltage-gated potassium channel subunit Kv7.2)		3D-structure;Alternative splicing;Cell membrane;Disease variant;Epilepsy;Intellectual disability;Ion channel;Ion transport;Membrane;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Ubl conjugation;Voltage-gated channel	True	0.0
KCNQ3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNQ3_HUMAN		Potassium voltage-gated channel subfamily KQT member 3 (KQT-like 3) (Potassium channel subunit alpha KvLQT3) (Voltage-gated potassium channel subunit Kv7.3)		3D-structure;Alternative splicing;Cell membrane;Disease variant;Epilepsy;Ion channel;Ion transport;Membrane;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Ubl conjugation;Voltage-gated channel	False	0.0
KCNQ4	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNQ4_HUMAN		Potassium voltage-gated channel subfamily KQT member 4 (KQT-like 4) (Potassium channel subunit alpha KvLQT4) (Voltage-gated potassium channel subunit Kv7.4)		3D-structure;Alternative splicing;Cell membrane;Coiled coil;Deafness;Disease variant;Hearing;Ion channel;Ion transport;Membrane;Non-syndromic deafness;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
KCNQ5	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNQ5_HUMAN		Potassium voltage-gated channel subfamily KQT member 5 (KQT-like 5) (Potassium channel subunit alpha KvLQT5) (Voltage-gated potassium channel subunit Kv7.5)		3D-structure;Alternative splicing;Cell membrane;Disease variant;Intellectual disability;Ion channel;Ion transport;Membrane;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
KCNS1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNS1_HUMAN		Delayed-rectifier potassium channel regulatory subunit KCNS1 (Delayed-rectifier K(+) channel alpha subunit 1) (Delayed-rectifier potassium channel subunit Kv9.1) (hKv9.1) (Potassium voltage-gated channel modifier subfamily S member 1)		Cell membrane;Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
KCNS2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNS2_HUMAN	KIAA1144	Delayed-rectifier potassium channel regulatory subunit KCNS2 (Delayed-rectifier K(+) channel alpha subunit 2) (Delayed-rectifier potassium channel subunit Kv9.2) (Potassium voltage-gated channel subfamily S member 2)		Cell membrane;Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
KCNS3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNS3_HUMAN		Delayed-rectifier potassium channel regulatory subunit KCNS3 (Delayed-rectifier K(+) channel alpha subunit 3) (Delayed-rectifier potassium channel subunit Kv9.3) (Kv9.3) (Potassium voltage-gated channel subfamily S member 3)		Cell membrane;Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
KCNT1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNT1_HUMAN	KIAA1422;SLACK;Slo2.2	Potassium channel subfamily T member 1 (KCa4.1) (KNa1.1) (Sodium and chloride-activated ATP-sensitive potassium channel Slo2.2)		3D-structure;Alternative splicing;Calcium;Cell membrane;Disease variant;Epilepsy;Glycoprotein;Ion channel;Ion transport;Membrane;Metal-binding;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Zinc	False	0.0
KCNT2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNT2_HUMAN	SLICK;Slo2.1	Potassium channel subfamily T member 2 (KNa1.2) (Sequence like an intermediate conductance potassium channel subunit) (Sodium and chloride-activated ATP-sensitive potassium channel Slo2.1)		Alternative splicing;Cell membrane;Disease variant;Epilepsy;Glycoprotein;Ion channel;Ion transport;Membrane;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
KCNU1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNU1_HUMAN	KCNMA3;KCNMC1;SLO3	Potassium channel subfamily U member 1 (Calcium-activated potassium channel subunit alpha-3) (Calcium-activated potassium channel, subfamily M subunit alpha-3) (KCa5) (Slowpoke homolog 3)		3D-structure;Cell membrane;Cell projection;Cilium;Disease variant;Flagellum;Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
KCNV1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNV1_HUMAN		Potassium voltage-gated channel subfamily V member 1 (Neuronal potassium channel alpha subunit HNKA) (Voltage-gated potassium channel subunit Kv8.1)		Cell membrane;Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
KCNV2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	KCNV2_HUMAN		Potassium voltage-gated channel subfamily V member 2 (Voltage-gated potassium channel subunit Kv8.2)		Cell membrane;Cone-rod dystrophy;Disease variant;Glycoprotein;Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	False	0.0
KISS1R	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q969F8	AXOR12;GPR54	KiSS-1 receptor (KiSS-1R) (G protein-coupled receptor 54) (G protein-coupled receptor OT7T175) (hOT7T175) (Hypogonadotropin-1) (Kisspeptins receptor) (Metastin receptor)	398		False	0.0
LGR4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9BXB1	GPR48	Leucine-rich repeat-containing G protein-coupled receptor 4 (G protein-coupled receptor 48)	951		False	0.0
LGR5	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O75473	GPR49;GPR67	Leucine-rich repeat-containing G protein-coupled receptor 5 (G protein-coupled receptor 49) (G protein-coupled receptor 67) (G protein-coupled receptor HG38)	907		False	0.0
LGR6	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9HBX8	UNQ6427/PRO21331;VTS20631	Leucine-rich repeat-containing G protein-coupled receptor 6	967		False	0.0
LHCGR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P22888	LCGR;LGR2;LHRHR	Lutropin-choriogonadotropic hormone receptor (LH/CG-R) (Luteinizing hormone receptor) (LHR) (LSH-R)	699		False	0.0
LPAR1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q92633	EDG2;LPA1	Lysophosphatidic acid receptor 1 (LPA receptor 1) (LPA-1) (Lysophosphatidic acid receptor Edg-2)	364		True	0.0
LPAR2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9HBW0	EDG4;LPA2	Lysophosphatidic acid receptor 2 (LPA receptor 2) (LPA-2) (Lysophosphatidic acid receptor Edg-4)	348		False	0.0
LPAR3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9UBY5	EDG7;LPA3	Lysophosphatidic acid receptor 3 (LPA receptor 3) (LPA-3) (Lysophosphatidic acid receptor Edg-7)	353		False	0.0
LPAR4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q99677	GPR23;LPA4;P2RY9	Lysophosphatidic acid receptor 4 (LPA receptor 4) (LPA-4) (G protein-coupled receptor 23) (P2Y purinoceptor 9) (P2Y9) (P2Y5-like receptor) (Purinergic receptor 9)	370		False	0.0
LPAR5	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9H1C0	GPR92;GPR93	Lysophosphatidic acid receptor 5 (LPA receptor 5) (LPA-5) (G protein-coupled receptor 92) (G protein-coupled receptor 93)	372		False	0.0
LPAR6	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P43657	P2RY5	Lysophosphatidic acid receptor 6 (LPA receptor 6) (LPA-6) (Oleoyl-L-alpha-lysophosphatidic acid receptor) (P2Y purinoceptor 5) (P2Y5) (Purinergic receptor 5) (RB intron encoded G protein-coupled receptor)	344		False	0.0
LRRC26	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	LRC26_HUMAN	CAPC	Leucine-rich repeat-containing protein 26 (BK channel auxiliary gamma subunit LRRC26) (Cytokeratin-associated protein in cancer)		3D-structure;Alternative splicing;Cell membrane;Cytoplasm;Cytoskeleton;Direct protein sequencing;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Leucine-rich repeat;Membrane;Proteomics identification;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix;Transport	False	0.0
LRRC38	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	LRC38_HUMAN		Leucine-rich repeat-containing protein 38 (BK channel auxiliary gamma subunit LRRC38)		Cell membrane;Disulfide bond;Ion channel;Ion transport;Leucine-rich repeat;Membrane;Proteomics identification;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix;Transport	False	0.0
LRRC52	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	LRC52_HUMAN		Leucine-rich repeat-containing protein 52 (BK channel auxiliary gamma subunit LRRC52)		Cell membrane;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Leucine-rich repeat;Membrane;Proteomics identification;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix;Transport	False	0.0
LRRC55	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	LRC55_HUMAN		Leucine-rich repeat-containing protein 55 (BK channel auxiliary gamma subunit LRRC55)		Cell membrane;Direct protein sequencing;Disulfide bond;Ion channel;Ion transport;Leucine-rich repeat;Membrane;Proteomics identification;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix;Transport	False	0.0
LRRC8A	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	LRC8A_HUMAN	KIAA1437;LRRC8;SWELL1;UNQ221/PRO247	Volume-regulated anion channel subunit LRRC8A (Leucine-rich repeat-containing protein 8A) (HsLRRC8A) (Swelling protein 1)		3D-structure;Acetylation;Cell membrane;Chromosomal rearrangement;Differentiation;Direct protein sequencing;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Leucine-rich repeat;Lysosome;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Spermatogenesis;Transmembrane;Transmembrane helix;Transport	False	0.0
LRRC8B	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	LRC8B_HUMAN	KIAA0231;UNQ6413/PRO21207	Volume-regulated anion channel subunit LRRC8B (Leucine-rich repeat-containing protein 8B) (T-cell activation leucine repeat-rich protein) (TA-LRRP)		Cell membrane;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Ion channel;Ion transport;Leucine-rich repeat;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport	False	0.0
LRRC8C	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	LRC8C_HUMAN	AD158;FAD158	Volume-regulated anion channel subunit LRRC8C (Factor for adipocyte differentiation 158) (Leucine-rich repeat-containing protein 8C)		3D-structure;Cell membrane;Disease variant;Disulfide bond;Dwarfism;Endoplasmic reticulum;Glycoprotein;Intellectual disability;Ion channel;Ion transport;Leucine-rich repeat;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport	False	0.0
LRRC8D	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	LRC8D_HUMAN	LRRC5;UNQ213/PRO239	Volume-regulated anion channel subunit LRRC8D (Leucine-rich repeat-containing protein 5) (Leucine-rich repeat-containing protein 8D) (HsLRRC8D)		3D-structure;Cell membrane;Disulfide bond;Endoplasmic reticulum;Ion channel;Ion transport;Leucine-rich repeat;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport	False	0.0
LRRC8E	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	LRC8E_HUMAN		Volume-regulated anion channel subunit LRRC8E (Leucine-rich repeat-containing protein 8E)		Cell membrane;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Ion channel;Ion transport;Leucine-rich repeat;Lysosome;Membrane;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport	False	0.0
LTB4R	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q15722	BLT;BLT1;BLTR;CMKRL1;GPR16;P2RY7	Leukotriene B4 receptor 1 (LTB4-R 1) (LTB4-R1) (Chemoattractant receptor-like 1) (G protein-coupled receptor 16) (P2Y purinoceptor 7) (P2Y7)	352		False	0.0
LTB4R2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9NPC1	BLT2R;BLTR2	Leukotriene B4 receptor 2 (LTB4-R 2) (LTB4-R2) (LTB4 receptor JULF2) (Leukotriene B4 receptor BLT2) (Seven transmembrane receptor BLTR2)	358		False	0.0
MAS1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P04201	MAS	Proto-oncogene Mas	325		False	0.0
MAS1L	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P35410	MRG	Mas-related G protein-coupled receptor MRG (MAS-R) (MAS1-like)	378		False	0.0
MC1R	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q01726	MSHR	Melanocyte-stimulating hormone receptor (MSH-R) (Melanocortin receptor 1) (MC1-R)	317		False	0.0
MC2R	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q01718	ACTHR	Adrenocorticotropic hormone receptor (ACTH receptor) (ACTH-R) (Adrenocorticotropin receptor) (Melanocortin receptor 2) (MC2-R)	297		False	0.0
MC3R	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P41968		Melanocortin receptor 3 (MC3-R)	323		False	0.0
MC4R	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P32245		Melanocortin receptor 4 (MC4-R)	332		False	0.0
MC5R	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P33032		Melanocortin receptor 5 (MC5-R) (MC-2)	325		False	0.0
MCHR1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q99705	GPR24;SLC1	Melanin-concentrating hormone receptor 1 (MCH receptor 1) (MCH-R1) (MCHR-1) (G protein-coupled receptor 24) (MCH-1R) (MCH1R) (MCHR) (SLC-1) (Somatostatin receptor-like protein)	353		False	0.0
MCHR2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q969V1	GPR145;SLT	Melanin-concentrating hormone receptor 2 (MCH receptor 2) (MCH-R2) (MCHR-2) (G protein-coupled receptor 145) (GPRv17) (MCH-2R) (MCH2) (MCH2R)	340		False	0.0
MCOLN1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	MCLN1_HUMAN	ML4;TRPML1;MSTP080	Mucolipin-1 (ML1) (MG-2) (Mucolipidin) (Transient receptor potential channel mucolipin 1) (TRPML1)		3D-structure;Adaptive immunity;Calcium;Calcium transport;Cell membrane;Cell projection;Corneal dystrophy;Cytoplasmic vesicle;Disease variant;Disulfide bond;Endosome;Glycoprotein;Immunity;Ion channel;Ion transport;Lipid-binding;Lipoprotein;Lysosome;Membrane;Mucolipidosis;Palmitate;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
MCOLN2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	MCLN2_HUMAN		Mucolipin-2 (Transient receptor potential channel mucolipin 2) (TRPML2)		3D-structure;Adaptive immunity;Alternative splicing;Calcium;Calcium channel;Calcium transport;Cell membrane;Disulfide bond;Endosome;Immunity;Innate immunity;Ion channel;Ion transport;Lysosome;Membrane;Protein transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
MCOLN3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	MCLN3_HUMAN		Mucolipin-3 (Transient receptor potential channel mucolipin 3) (TRPML3)		3D-structure;Alternative splicing;Cell membrane;Cytoplasmic vesicle;Disulfide bond;Endosome;Glycoprotein;Ion channel;Ion transport;Lipid-binding;Lysosome;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport	False	0.0
MCU	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	MCU_HUMAN	C10orf42;CCDC109A	Calcium uniporter protein, mitochondrial (HsMCU) (Coiled-coil domain-containing protein 109A)		3D-structure;Acetylation;Alternative splicing;Calcium;Calcium channel;Calcium transport;Coiled coil;Glutathionylation;Ion channel;Ion transport;Membrane;Mitochondrion;Mitochondrion inner membrane;Phosphoprotein;Proteomics identification;Reference proteome;Transit peptide;Transmembrane;Transmembrane helix;Transport	False	0.0
